order_date_full,order_year,order_month,product_category,total_orders,total_customers,state,total_revenue,total_revenue_usd,avg_order_value,avg_order_value_usd,cumulative_revenue_ytd_usd,mom_revenue_change_usd
2017-06-01,2017,06,toys,10,10,DF,1093.14,306.08,109.31,30.61,985.56,69.03
2017-06-01,2017,06,toys,7,7,ES,721.61,202.05,103.09,28.86,610.54,69.54
2017-06-01,2017,06,toys,2,2,GO,88.91,24.89,44.45,12.45,122.81,4.54
2017-06-01,2017,06,toys,15,15,MG,2380.75,666.61,158.72,44.44,3220.16,-105.19
2017-06-01,2017,06,toys,2,2,MS,206.58,57.84,103.29,28.92,150.19,15.73
2017-06-01,2017,06,toys,2,2,MT,267.46,74.89,133.73,37.44,297.73,41.74
2017-06-01,2017,06,toys,2,2,PA,236.13,66.12,118.06,33.06,337.82,21.31
2017-06-01,2017,06,toys,1,1,PB,95.68,26.79,95.68,26.79,106.45,-13.57
2017-06-01,2017,06,toys,5,5,PE,497.76,139.37,99.55,27.87,603.09,-82.87
2017-06-01,2017,06,toys,1,1,PI,163.29,45.72,163.29,45.72,484.86,-314.4
2017-06-01,2017,06,toys,8,8,PR,612.7,171.56,76.59,21.44,1071.15,-171.48
2017-06-01,2017,06,toys,22,22,RJ,3087.73,864.56,140.35,39.3,4775.82,-938.88
2017-06-01,2017,06,toys,1,1,RO,387.76,108.57,387.76,108.57,185.39,31.76
2017-06-01,2017,06,toys,9,9,RS,1153.72,323.04,128.19,35.89,1967.79,-113.85
2017-06-01,2017,06,toys,5,5,SC,656.09,183.71,131.22,36.74,550.32,-9.64
2017-06-01,2017,06,toys,2,2,SE,342.94,96.02,171.47,48.01,177.86,66.62
2017-06-01,2017,06,toys,48,48,SP,6275.48,1757.13,130.74,36.61,9034.67,-761.85
2017-06-01,2017,06,toys,1,1,TO,178.44,49.96,178.44,49.96,236.53,-51.88
2017-06-01,2017,06,watches_gifts,1,1,AL,50.15,14.04,50.15,14.04,432.11,-80.88
2017-06-01,2017,06,watches_gifts,4,4,BA,2096.2,586.94,524.05,146.73,1565.49,119.77
2017-06-01,2017,06,watches_gifts,1,1,CE,757.97,212.23,757.97,212.23,1152.38,-156.62
2017-06-01,2017,06,watches_gifts,2,2,DF,412.16,115.4,206.08,57.7,583.39,-205.26
2017-06-01,2017,06,watches_gifts,1,1,MA,63.15,17.68,63.15,17.68,123.28,-87.92
2017-06-01,2017,06,watches_gifts,15,15,MG,4732.31,1325.05,315.49,88.34,4028.62,369.39
2017-06-01,2017,06,watches_gifts,3,3,MT,1002.86,280.8,334.29,93.6,280.8,
2017-06-01,2017,06,watches_gifts,1,1,PA,1537.04,430.37,1537.04,430.37,1786.78,-194.16
2017-06-01,2017,06,watches_gifts,2,2,PE,338.74,94.85,169.37,47.42,250.78,-61.08
2017-06-01,2017,06,watches_gifts,1,1,PI,174.68,48.91,174.68,48.91,426.72,-134.97
2017-06-01,2017,06,watches_gifts,10,10,PR,2105.28,589.48,210.53,58.95,1892.79,-271.68
2017-06-01,2017,06,watches_gifts,17,17,RJ,4457.61,1248.13,262.21,73.42,6674.97,-355.38
2017-06-01,2017,06,watches_gifts,1,1,RO,248.4,69.55,248.4,69.55,111.65,27.45
2017-06-01,2017,06,watches_gifts,7,7,RS,649.93,181.98,92.85,26.0,2491.48,-539.85
2017-06-01,2017,06,watches_gifts,4,4,SC,818.78,229.26,204.69,57.31,981.59,-94.38
2017-06-01,2017,06,watches_gifts,48,48,SP,12513.54,3503.79,260.7,73.0,17076.17,-551.26
2017-07-01,2017,07,agro_industry_and_commerce,1,1,SP,1199.47,335.85,1199.47,335.85,397.82,316.88
2017-07-01,2017,07,air_conditioning,3,3,RJ,1323.1,370.47,441.03,123.49,1837.49,27.06
2017-07-01,2017,07,air_conditioning,1,1,RS,26.0,7.28,26.0,7.28,102.65,-3.49
2017-07-01,2017,07,air_conditioning,1,1,SP,144.03,40.33,144.03,40.33,2130.83,-590.58
2017-07-01,2017,07,art,1,1,DF,249.16,69.76,249.16,69.76,90.66,48.87
2017-07-01,2017,07,art,1,1,MG,123.79,34.66,123.79,34.66,73.4,-4.08
2017-07-01,2017,07,art,1,1,SP,51.95,14.55,51.95,14.55,2548.8,-620.62
2017-07-01,2017,07,arts_and_craftmanship,1,1,MG,145.56,40.76,145.56,40.76,61.22,20.3
2017-07-01,2017,07,audio,1,1,AL,266.92,74.74,266.92,74.74,102.63,46.85
2017-07-01,2017,07,audio,1,1,MG,115.94,32.46,115.94,32.46,336.09,-111.42
2017-07-01,2017,07,audio,1,1,PR,45.0,12.6,45.0,12.6,124.18,-58.38
2017-07-01,2017,07,audio,4,4,SP,455.37,127.5,113.84,31.88,908.73,-28.24
2017-07-01,2017,07,auto,5,5,BA,371.42,104.0,74.28,20.8,2982.51,-1293.41
2017-07-01,2017,07,auto,3,3,CE,361.94,101.34,120.65,33.78,184.69,87.19
2017-07-01,2017,07,auto,3,3,DF,781.76,218.89,260.59,72.96,717.52,160.41
2017-07-01,2017,07,auto,2,2,ES,158.79,44.46,79.39,22.23,657.11,8.97
2017-07-01,2017,07,auto,1,1,MA,183.84,51.48,183.84,51.48,370.63,-37.0
2017-07-01,2017,07,auto,14,14,MG,2649.83,741.95,189.27,53.0,7473.07,202.48
2017-07-01,2017,07,auto,1,1,PA,179.35,50.22,179.35,50.22,809.54,36.97
2017-07-01,2017,07,auto,2,2,PB,241.07,67.5,120.53,33.75,157.84,33.89
2017-07-01,2017,07,auto,2,2,PE,462.56,129.52,231.28,64.76,542.39,112.54
2017-07-01,2017,07,auto,1,1,PI,1343.6,376.21,1343.6,376.21,2046.34,294.59
2017-07-01,2017,07,auto,9,9,PR,2039.69,571.11,226.63,63.46,2827.72,131.68
2017-07-01,2017,07,auto,8,8,RJ,2867.33,802.85,358.42,100.36,4305.03,-113.94
2017-07-01,2017,07,auto,1,1,RO,182.6,51.13,182.6,51.13,94.45,17.42
2017-07-01,2017,07,auto,4,4,RS,447.71,125.36,111.93,31.34,1326.25,-234.37
2017-07-01,2017,07,auto,6,6,SC,631.15,176.72,105.19,29.45,859.65,-80.97
2017-07-01,2017,07,auto,44,44,SP,6652.61,1862.73,151.2,42.33,16704.18,-3774.04
2017-07-01,2017,07,baby,1,1,AC,147.59,41.33,147.59,41.33,41.33,
2017-07-01,2017,07,baby,4,4,BA,667.77,186.98,166.94,46.74,321.94,133.36
2017-07-01,2017,07,baby,1,1,CE,70.75,19.81,70.75,19.81,263.64,-118.99
2017-07-01,2017,07,baby,4,4,DF,1392.35,389.86,348.09,97.46,496.05,347.14
2017-07-01,2017,07,baby,1,1,GO,137.28,38.44,137.28,38.44,173.27,-32.0
2017-07-01,2017,07,baby,5,5,MA,948.17,265.49,189.63,53.1,315.76,215.22
2017-07-01,2017,07,baby,15,15,MG,1479.27,414.2,98.62,27.61,1954.12,258.57
2017-07-01,2017,07,baby,1,1,MS,66.6,18.65,66.6,18.65,58.65,-8.48
2017-07-01,2017,07,baby,1,1,MT,210.64,58.98,210.64,58.98,290.5,-152.33
2017-07-01,2017,07,baby,1,1,PE,149.14,41.76,149.14,41.76,200.1,25.65
2017-07-01,2017,07,baby,1,1,PI,145.29,40.68,145.29,40.68,678.5,12.33
2017-07-01,2017,07,baby,6,6,PR,1212.57,339.52,202.09,56.59,1053.63,284.19
2017-07-01,2017,07,baby,17,17,RJ,2669.86,747.56,157.05,43.97,2672.53,412.27
2017-07-01,2017,07,baby,11,11,RS,1798.35,503.54,163.49,45.78,1974.01,266.27
2017-07-01,2017,07,baby,3,3,SC,228.45,63.97,76.15,21.32,602.25,-167.07
2017-07-01,2017,07,baby,1,1,SE,146.12,40.91,146.12,40.91,73.61,8.21
2017-07-01,2017,07,baby,51,51,SP,8671.09,2427.91,170.02,47.61,7026.68,519.07
2017-07-01,2017,07,bed_bath_table,2,2,AL,1044.65,292.5,522.33,146.25,414.71,252.43
2017-07-01,2017,07,bed_bath_table,2,2,AM,209.14,58.56,104.57,29.28,174.76,20.71
2017-07-01,2017,07,bed_bath_table,20,20,BA,2596.14,726.92,129.81,36.35,1906.34,555.83
2017-07-01,2017,07,bed_bath_table,4,4,CE,1778.57,498.0,444.64,124.5,801.92,342.3
2017-07-01,2017,07,bed_bath_table,6,6,DF,799.64,223.9,133.27,37.32,1454.26,-176.69
2017-07-01,2017,07,bed_bath_table,12,12,ES,1782.67,499.15,148.56,41.6,1354.97,123.1
2017-07-01,2017,07,bed_bath_table,13,13,GO,2608.41,730.35,200.65,56.18,2085.24,-29.92
2017-07-01,2017,07,bed_bath_table,1,1,MA,86.27,24.16,86.27,24.16,339.43,-93.61
2017-07-01,2017,07,bed_bath_table,62,62,MG,18978.77,5314.06,306.11,85.71,14422.07,4017.79
2017-07-01,2017,07,bed_bath_table,5,5,MS,1156.77,323.9,231.35,64.78,646.41,237.91
2017-07-01,2017,07,bed_bath_table,5,5,MT,688.56,192.8,137.71,38.56,595.63,124.51
2017-07-01,2017,07,bed_bath_table,1,1,PA,490.24,137.27,490.24,137.27,461.6,-11.17
2017-07-01,2017,07,bed_bath_table,3,3,PB,705.92,197.66,235.31,65.89,425.41,78.83
2017-07-01,2017,07,bed_bath_table,8,8,PE,1443.47,404.17,180.43,50.52,937.37,255.47
2017-07-01,2017,07,bed_bath_table,2,2,PI,275.01,77.0,137.5,38.5,463.03,8.39
2017-07-01,2017,07,bed_bath_table,18,18,PR,3720.68,1041.79,206.7,57.88,4358.77,339.01
2017-07-01,2017,07,bed_bath_table,75,75,RJ,12691.33,3553.57,169.22,47.38,11418.63,1517.04
2017-07-01,2017,07,bed_bath_table,4,4,RN,1107.75,310.17,276.94,77.54,533.27,243.42
2017-07-01,2017,07,bed_bath_table,33,33,RS,5183.87,1451.48,157.09,43.98,4310.41,624.0
2017-07-01,2017,07,bed_bath_table,17,17,SC,4352.22,1218.62,256.01,71.68,3125.97,411.61
2017-07-01,2017,07,bed_bath_table,220,220,SP,39351.6,11018.45,178.87,50.08,35221.49,5027.65
2017-07-01,2017,07,books_general_interest,2,2,GO,284.99,79.8,142.5,39.9,157.42,40.33
2017-07-01,2017,07,books_general_interest,1,1,MA,157.84,44.2,157.84,44.2,95.05,-6.66
2017-07-01,2017,07,books_general_interest,2,2,MG,219.91,61.57,109.96,30.79,454.68,-143.76
2017-07-01,2017,07,books_general_interest,1,1,PE,159.39,44.63,159.39,44.63,104.31,-1.1
2017-07-01,2017,07,books_general_interest,1,1,PR,140.61,39.37,140.61,39.37,269.56,-57.88
2017-07-01,2017,07,books_general_interest,1,1,RJ,144.4,40.43,144.4,40.43,361.3,11.79
2017-07-01,2017,07,books_general_interest,4,4,SP,534.13,149.56,133.53,37.39,834.18,48.85
2017-07-01,2017,07,books_technical,1,1,PR,357.62,100.13,357.62,100.13,100.13,
2017-07-01,2017,07,books_technical,1,1,SP,223.26,62.51,223.26,62.51,181.52,34.59
2017-07-01,2017,07,cds_dvds_musicals,2,2,RJ,122.22,34.22,61.11,17.11,34.22,
2017-07-01,2017,07,cds_dvds_musicals,1,1,RS,244.44,68.44,244.44,68.44,68.44,
2017-07-01,2017,07,cds_dvds_musicals,1,1,SP,54.94,15.38,54.94,15.38,15.38,
2017-07-01,2017,07,christmas_supplies,1,1,BA,22.98,6.43,22.98,6.43,6.43,
2017-07-01,2017,07,christmas_supplies,1,1,SP,75.07,21.02,75.07,21.02,21.02,
2017-07-01,2017,07,computers_accessories,1,1,AC,62.92,17.62,62.92,17.62,388.65,-223.54
2017-07-01,2017,07,computers_accessories,1,1,AM,1341.27,375.56,1341.27,375.56,375.56,
2017-07-01,2017,07,computers_accessories,9,9,BA,836.06,234.1,92.9,26.01,5959.95,-2571.95
2017-07-01,2017,07,computers_accessories,3,3,CE,253.71,71.04,84.57,23.68,974.24,12.78
2017-07-01,2017,07,computers_accessories,5,5,DF,4006.2,1121.74,801.24,224.35,3792.35,-40.24
2017-07-01,2017,07,computers_accessories,7,7,ES,704.37,197.22,100.62,28.17,1377.62,-102.79
2017-07-01,2017,07,computers_accessories,7,7,GO,1098.57,307.6,156.94,43.94,1638.32,167.15
2017-07-01,2017,07,computers_accessories,3,3,MA,943.71,264.24,314.57,88.08,588.08,214.92
2017-07-01,2017,07,computers_accessories,24,24,MG,5408.83,1514.47,225.37,63.1,6170.38,810.06
2017-07-01,2017,07,computers_accessories,2,2,MS,356.9,99.93,178.45,49.97,1548.01,-10.95
2017-07-01,2017,07,computers_accessories,1,1,MT,204.98,57.39,204.98,57.39,216.01,41.52
2017-07-01,2017,07,computers_accessories,5,5,PA,700.19,196.05,140.04,39.21,1536.55,40.65
2017-07-01,2017,07,computers_accessories,4,4,PB,6122.38,1714.27,1530.6,428.57,2005.16,1503.19
2017-07-01,2017,07,computers_accessories,6,6,PE,1016.46,284.61,169.41,47.43,855.19,244.23
2017-07-01,2017,07,computers_accessories,3,3,PI,221.38,61.99,73.79,20.66,133.79,43.71
2017-07-01,2017,07,computers_accessories,14,14,PR,1731.45,484.81,123.67,34.63,4427.98,62.0
2017-07-01,2017,07,computers_accessories,49,49,RJ,17554.4,4915.23,358.25,100.31,12444.18,3290.28
2017-07-01,2017,07,computers_accessories,2,2,RN,238.06,66.66,119.03,33.33,163.9,44.1
2017-07-01,2017,07,computers_accessories,1,1,RO,80.8,22.62,80.8,22.62,477.65,-37.05
2017-07-01,2017,07,computers_accessories,18,18,RS,4088.33,1144.73,227.13,63.6,4748.56,-841.74
2017-07-01,2017,07,computers_accessories,19,19,SC,3594.63,1006.5,189.19,52.97,5851.46,453.55
2017-07-01,2017,07,computers_accessories,90,90,SP,21258.7,5952.44,236.21,66.14,27556.97,713.97
2017-07-01,2017,07,consoles_games,1,1,AL,74.05,20.73,74.05,20.73,82.43,-40.96
2017-07-01,2017,07,consoles_games,2,2,BA,424.65,118.9,212.32,59.45,345.09,93.37
2017-07-01,2017,07,consoles_games,1,1,ES,35.0,9.8,35.0,9.8,480.98,-38.24
2017-07-01,2017,07,consoles_games,1,1,GO,35.0,9.8,35.0,9.8,46.45,-5.54
2017-07-01,2017,07,consoles_games,5,5,MG,273.5,76.58,54.7,15.32,1131.49,-82.28
2017-07-01,2017,07,consoles_games,2,2,MT,310.8,87.02,155.4,43.51,87.02,
2017-07-01,2017,07,consoles_games,1,1,PA,43.14,12.08,43.14,12.08,200.38,-104.97
2017-07-01,2017,07,consoles_games,2,2,PE,1186.68,332.27,593.34,166.14,635.08,315.53
2017-07-01,2017,07,consoles_games,2,2,PR,383.54,107.39,191.77,53.7,384.8,-34.62
2017-07-01,2017,07,consoles_games,5,5,RJ,285.56,79.96,57.11,15.99,1544.23,-482.19
2017-07-01,2017,07,consoles_games,3,3,RS,317.93,89.02,105.98,29.67,827.29,-196.44
2017-07-01,2017,07,consoles_games,3,3,SC,750.19,210.05,250.06,70.02,422.15,202.83
2017-07-01,2017,07,consoles_games,18,18,SP,2777.89,777.81,154.33,43.21,4995.29,218.13
2017-07-01,2017,07,construction_tools_construction,1,1,MG,140.02,39.21,140.02,39.21,180.89,-8.68
2017-07-01,2017,07,construction_tools_construction,1,1,PR,156.92,43.94,156.92,43.94,91.83,-3.95
2017-07-01,2017,07,construction_tools_construction,1,1,RS,607.28,170.04,607.28,170.04,170.04,
2017-07-01,2017,07,construction_tools_construction,1,1,SC,156.92,43.94,156.92,43.94,43.94,
2017-07-01,2017,07,construction_tools_construction,1,1,SP,65.47,18.33,65.47,18.33,167.75,-131.09
2017-07-01,2017,07,construction_tools_lights,1,1,GO,401.45,112.41,401.45,112.41,112.41,
2017-07-01,2017,07,cool_stuff,9,9,BA,1513.05,423.65,168.12,47.07,1768.86,-183.68
2017-07-01,2017,07,cool_stuff,4,4,CE,704.33,197.21,176.08,49.3,1516.11,-301.86
2017-07-01,2017,07,cool_stuff,3,3,DF,685.48,191.93,228.49,63.98,910.55,57.01
2017-07-01,2017,07,cool_stuff,1,1,ES,190.89,53.45,190.89,53.45,638.13,-152.36
2017-07-01,2017,07,cool_stuff,3,3,GO,461.05,129.09,153.68,43.03,1802.78,-320.15
2017-07-01,2017,07,cool_stuff,4,4,MA,784.78,219.74,196.19,54.93,359.72,196.9
2017-07-01,2017,07,cool_stuff,25,25,MG,6159.59,1724.69,246.38,68.99,7426.17,65.38
2017-07-01,2017,07,cool_stuff,1,1,MS,116.94,32.74,116.94,32.74,696.44,-8.04
2017-07-01,2017,07,cool_stuff,2,2,PA,206.86,57.92,103.43,28.96,1063.47,-69.91
2017-07-01,2017,07,cool_stuff,3,3,PB,442.68,123.95,147.56,41.32,776.25,-240.92
2017-07-01,2017,07,cool_stuff,3,3,PE,1563.23,437.7,521.08,145.9,1194.19,278.31
2017-07-01,2017,07,cool_stuff,2,2,PI,313.83,87.87,156.91,43.94,603.42,15.33
2017-07-01,2017,07,cool_stuff,11,11,PR,2308.59,646.41,209.87,58.76,4496.59,222.15
2017-07-01,2017,07,cool_stuff,39,39,RJ,8431.89,2360.93,216.2,60.54,6779.7,1232.39
2017-07-01,2017,07,cool_stuff,3,3,RN,408.47,114.37,136.16,38.12,330.74,39.01
2017-07-01,2017,07,cool_stuff,14,14,RS,2472.77,692.38,176.63,49.46,3758.11,-91.77
2017-07-01,2017,07,cool_stuff,12,12,SC,2558.47,716.37,213.21,59.7,3280.26,161.36
2017-07-01,2017,07,cool_stuff,83,83,SP,15638.75,4378.85,188.42,52.76,18736.41,-195.39
2017-07-01,2017,07,costruction_tools_garden,1,1,RJ,92.62,25.93,92.62,25.93,620.95,-33.43
2017-07-01,2017,07,costruction_tools_garden,6,6,SP,626.58,175.44,104.43,29.24,315.05,160.69
2017-07-01,2017,07,drinks,1,1,MG,264.96,74.19,264.96,74.19,74.19,
2017-07-01,2017,07,drinks,1,1,RJ,215.6,60.37,215.6,60.37,60.37,
2017-07-01,2017,07,dvds_blu_ray,2,2,RJ,69.06,19.34,34.53,9.67,68.08,-5.59
2017-07-01,2017,07,dvds_blu_ray,1,1,RN,42.28,11.84,42.28,11.84,11.84,
2017-07-01,2017,07,dvds_blu_ray,1,1,SP,719.65,201.5,719.65,201.5,1075.18,188.75
2017-07-01,2017,07,electronics,1,1,AL,61.28,17.16,61.28,17.16,26.23,8.09
2017-07-01,2017,07,electronics,3,3,BA,614.58,172.08,204.86,57.36,526.04,-155.0
2017-07-01,2017,07,electronics,1,1,CE,1598.31,447.53,1598.31,447.53,534.6,360.46
2017-07-01,2017,07,electronics,3,3,ES,442.11,123.79,147.37,41.26,383.2,41.01
2017-07-01,2017,07,electronics,1,1,MA,125.43,35.12,125.43,35.12,67.04,3.2
2017-07-01,2017,07,electronics,13,13,MG,1339.94,375.18,103.07,28.86,1069.42,232.15
2017-07-01,2017,07,electronics,2,2,PA,247.27,69.24,123.64,34.62,129.14,23.84
2017-07-01,2017,07,electronics,1,1,PB,100.77,28.22,100.77,28.22,43.43,13.0
2017-07-01,2017,07,electronics,3,3,PE,566.89,158.73,188.96,52.91,412.55,140.63
2017-07-01,2017,07,electronics,4,4,PR,114.52,32.07,28.63,8.02,1535.53,-2.41
2017-07-01,2017,07,electronics,16,16,RJ,3068.23,859.1,191.76,53.69,2122.26,744.9
2017-07-01,2017,07,electronics,3,3,RO,302.93,84.82,100.98,28.27,100.15,69.49
2017-07-01,2017,07,electronics,4,4,RS,170.54,47.75,42.64,11.94,523.33,22.2
2017-07-01,2017,07,electronics,3,3,SC,314.81,88.15,104.94,29.38,317.61,32.58
2017-07-01,2017,07,electronics,1,1,SE,100.77,28.22,100.77,28.22,48.04,8.39
2017-07-01,2017,07,electronics,28,28,SP,3159.69,884.71,112.85,31.6,3045.71,682.69
2017-07-01,2017,07,fashio_female_clothing,1,1,DF,148.06,41.46,148.06,41.46,41.46,
2017-07-01,2017,07,fashio_female_clothing,3,3,SP,216.34,60.58,72.11,20.19,177.69,-9.11
2017-07-01,2017,07,fashion_bags_accessories,5,5,BA,502.73,140.76,100.55,28.15,766.6,88.86
2017-07-01,2017,07,fashion_bags_accessories,1,1,CE,75.53,21.15,75.53,21.15,300.96,-197.53
2017-07-01,2017,07,fashion_bags_accessories,3,3,DF,163.66,45.82,54.55,15.27,257.78,-29.6
2017-07-01,2017,07,fashion_bags_accessories,1,1,ES,65.09,18.23,65.09,18.23,263.78,-59.39
2017-07-01,2017,07,fashion_bags_accessories,1,1,GO,65.09,18.23,65.09,18.23,283.43,-5.33
2017-07-01,2017,07,fashion_bags_accessories,2,2,MA,286.67,80.27,143.34,40.13,286.74,-0.78
2017-07-01,2017,07,fashion_bags_accessories,9,9,MG,651.91,182.53,72.43,20.28,1778.43,-383.68
2017-07-01,2017,07,fashion_bags_accessories,1,1,PA,135.95,38.07,135.95,38.07,263.68,-103.28
2017-07-01,2017,07,fashion_bags_accessories,1,1,PE,65.53,18.35,65.53,18.35,132.79,-0.56
2017-07-01,2017,07,fashion_bags_accessories,5,5,PR,609.45,170.65,121.89,34.13,772.47,143.99
2017-07-01,2017,07,fashion_bags_accessories,13,13,RJ,1316.51,368.62,101.27,28.36,1513.16,142.95
2017-07-01,2017,07,fashion_bags_accessories,1,1,RN,152.7,42.76,152.7,42.76,42.76,
2017-07-01,2017,07,fashion_bags_accessories,1,1,RS,45.1,12.63,45.1,12.63,699.89,-90.31
2017-07-01,2017,07,fashion_bags_accessories,5,5,SC,371.64,104.06,74.33,20.81,699.3,40.47
2017-07-01,2017,07,fashion_bags_accessories,1,1,SE,70.15,19.64,70.15,19.64,19.64,
2017-07-01,2017,07,fashion_bags_accessories,32,32,SP,2446.55,685.03,76.45,21.41,4111.85,-201.1
2017-07-01,2017,07,fashion_male_clothing,1,1,MG,155.63,43.58,155.63,43.58,117.88,10.17
2017-07-01,2017,07,fashion_male_clothing,2,2,PR,666.8,186.7,333.4,93.35,239.09,134.32
2017-07-01,2017,07,fashion_male_clothing,2,2,RJ,162.91,45.61,81.45,22.81,185.12,-11.88
2017-07-01,2017,07,fashion_male_clothing,2,2,RS,97.69,27.35,48.84,13.68,299.7,-9.05
2017-07-01,2017,07,fashion_male_clothing,1,1,SP,72.66,20.34,72.66,20.34,537.28,-99.32
2017-07-01,2017,07,fashion_shoes,1,1,AL,109.87,30.76,109.87,30.76,122.38,2.87
2017-07-01,2017,07,fashion_shoes,1,1,ES,218.35,61.14,218.35,61.14,167.49,-45.22
2017-07-01,2017,07,fashion_shoes,4,4,MG,397.09,111.19,99.27,27.8,312.91,48.29
2017-07-01,2017,07,fashion_shoes,1,1,MS,176.26,49.35,176.26,49.35,111.35,-12.64
2017-07-01,2017,07,fashion_shoes,1,1,PE,54.13,15.16,54.13,15.16,72.58,-13.05
2017-07-01,2017,07,fashion_shoes,2,2,PR,136.95,38.35,68.47,19.17,249.45,2.16
2017-07-01,2017,07,fashion_shoes,2,2,RJ,97.38,27.27,48.69,13.63,143.8,-48.99
2017-07-01,2017,07,fashion_shoes,7,7,SP,672.67,188.35,96.1,26.91,1114.95,-156.19
2017-07-01,2017,07,fashion_sport,1,1,SP,77.68,21.75,77.68,21.75,198.68,-121.72
2017-07-01,2017,07,fashion_underwear_beach,1,1,MG,170.84,47.84,170.84,47.84,93.51,42.24
2017-07-01,2017,07,fashion_underwear_beach,2,2,SP,143.64,40.22,71.82,20.11,180.33,21.07
2017-07-01,2017,07,fixed_telephony,1,1,BA,36.78,10.3,36.78,10.3,733.46,-712.86
2017-07-01,2017,07,fixed_telephony,1,1,CE,146.12,40.91,146.12,40.91,40.91,
2017-07-01,2017,07,fixed_telephony,1,1,PE,37.62,10.53,37.62,10.53,42.77,-7.62
2017-07-01,2017,07,fixed_telephony,1,1,PR,34.09,9.55,34.09,9.55,58.54,-19.87
2017-07-01,2017,07,fixed_telephony,2,2,RJ,83.18,23.29,41.59,11.65,290.48,-93.29
2017-07-01,2017,07,fixed_telephony,2,2,SP,83.54,23.39,41.77,11.7,4276.63,-46.85
2017-07-01,2017,07,food,1,1,MG,111.91,31.33,111.91,31.33,223.59,-109.97
2017-07-01,2017,07,food,1,1,MT,208.74,58.45,208.74,58.45,268.91,-152.01
2017-07-01,2017,07,food,1,1,RJ,78.68,22.03,78.68,22.03,75.91,-31.84
2017-07-01,2017,07,food,1,1,RS,166.02,46.49,166.02,46.49,61.87,31.1
2017-07-01,2017,07,food,3,3,SP,284.82,79.75,94.94,26.58,675.25,5.73
2017-07-01,2017,07,food_drink,1,1,PR,34.01,9.52,34.01,9.52,118.45,-99.4
2017-07-01,2017,07,food_drink,1,1,RJ,100.4,28.11,100.4,28.11,56.54,12.68
2017-07-01,2017,07,food_drink,1,1,RS,57.61,16.13,57.61,16.13,16.13,
2017-07-01,2017,07,food_drink,4,4,SP,271.79,76.1,67.95,19.03,326.03,68.35
2017-07-01,2017,07,furniture_bedroom,1,1,BA,406.65,113.86,406.65,113.86,113.86,
2017-07-01,2017,07,furniture_bedroom,1,1,PE,227.98,63.83,227.98,63.83,63.83,
2017-07-01,2017,07,furniture_bedroom,1,1,SE,118.1,33.07,118.1,33.07,115.79,-49.66
2017-07-01,2017,07,furniture_bedroom,2,2,SP,843.9,236.29,421.95,118.15,1782.49,207.7
2017-07-01,2017,07,furniture_decor,1,1,AL,138.15,38.68,138.15,38.68,451.84,-18.28
2017-07-01,2017,07,furniture_decor,7,7,BA,2595.74,726.81,370.82,103.83,2111.73,625.11
2017-07-01,2017,07,furniture_decor,1,1,CE,76.79,21.5,76.79,21.5,677.66,-170.48
2017-07-01,2017,07,furniture_decor,4,4,DF,1525.14,427.04,381.28,106.76,1232.9,180.1
2017-07-01,2017,07,furniture_decor,4,4,ES,479.71,134.32,119.93,33.58,1066.94,3.3
2017-07-01,2017,07,furniture_decor,4,4,GO,560.22,156.86,140.06,39.22,606.6,98.59
2017-07-01,2017,07,furniture_decor,2,2,MA,216.8,60.7,108.4,30.35,403.45,-38.54
2017-07-01,2017,07,furniture_decor,28,28,MG,4485.71,1256.0,160.2,44.86,9157.95,751.67
2017-07-01,2017,07,furniture_decor,2,2,MS,119.97,33.59,59.98,16.8,287.49,12.12
2017-07-01,2017,07,furniture_decor,5,5,MT,629.39,176.23,125.88,35.25,528.05,156.88
2017-07-01,2017,07,furniture_decor,1,1,PB,459.45,128.65,459.45,128.65,712.1,18.96
2017-07-01,2017,07,furniture_decor,2,2,PE,1827.74,511.77,913.87,255.88,1096.54,466.07
2017-07-01,2017,07,furniture_decor,2,2,PI,143.31,40.13,71.66,20.06,126.95,15.88
2017-07-01,2017,07,furniture_decor,13,13,PR,1996.26,558.95,153.56,43.0,6124.13,-2081.43
2017-07-01,2017,07,furniture_decor,31,31,RJ,8784.93,2459.78,283.38,79.35,9732.08,1821.01
2017-07-01,2017,07,furniture_decor,1,1,RN,87.44,24.48,87.44,24.48,214.96,-37.17
2017-07-01,2017,07,furniture_decor,13,13,RS,1832.58,513.12,140.97,39.47,4331.5,-414.96
2017-07-01,2017,07,furniture_decor,16,16,SC,3015.11,844.23,188.44,52.76,3216.43,440.07
2017-07-01,2017,07,furniture_decor,1,1,SE,140.08,39.22,140.08,39.22,999.51,-43.85
2017-07-01,2017,07,furniture_decor,115,115,SP,19139.4,5359.03,166.43,46.6,31619.52,373.19
2017-07-01,2017,07,furniture_living_room,1,1,BA,376.29,105.36,376.29,105.36,289.5,-78.78
2017-07-01,2017,07,furniture_living_room,1,1,DF,160.23,44.86,160.23,44.86,87.93,1.8
2017-07-01,2017,07,furniture_living_room,2,2,GO,469.79,131.54,234.89,65.77,336.17,42.2
2017-07-01,2017,07,furniture_living_room,5,5,MG,1145.38,320.71,229.08,64.14,1424.61,307.71
2017-07-01,2017,07,furniture_living_room,1,1,PR,90.72,25.4,90.72,25.4,167.89,-77.57
2017-07-01,2017,07,furniture_living_room,5,5,RJ,1203.79,337.06,240.76,67.41,3098.2,229.67
